10000	0	0	0	2672.49	369.383	5.48743	3.52099	18.1122	5.76952
10000	1	0	0	2668.4	364.894	5.45486	3.45759	18.4384	5.76976
10000	2	0	0	2710.02	390.776	5.49773	3.49953	17.7675	5.8882
10000	3	0	0	2667.07	369.225	5.76125	3.49616	18.6201	5.72308
10000	4	0	0	2665.6	367.677	6.00117	3.60978	18.5327	5.59797
10000	5	0	0	2690.78	386.491	6.0063	3.67858	18.2366	5.87242
10000	6	0	0	2693.95	380.616	6.00017	3.59286	18.2702	5.83207
10000	7	0	0	2681.72	368.121	6.2555	3.5969	18.4781	5.59832
10000	8	0	0	2715.65	394.17	6.22785	3.63314	18.0469	6.01422
10000	9	0	0	2727.83	390.286	6.36467	3.70097	17.8977	5.80421
10000	10	0	0	2709.1	382.735	6.5176	3.71982	18.2101	5.73777
10000	11	0	0	2739.07	401.136	6.6059	3.79331	17.7492	5.87702
10000	12	0	0	2740.74	407.948	6.71723	3.77383	17.8436	5.97785
10000	13	0	0	2741.77	395.83	7.05368	3.86219	17.677	5.79517
10000	14	0	0	2737.75	392.682	7.22227	3.92588	17.7843	5.68029
10000	15	0	0	2756.86	418.621	7.32796	3.9787	17.5548	6.10309
10000	16	0	0	2767.41	416.112	7.3848	3.85644	17.3401	6.01331
10000	17	0	0	2740.66	399.189	7.71613	3.89799	17.7701	5.87788
10000	18	0	0	2745.94	402.512	7.98058	4.09767	17.6523	5.84714
10000	19	0	0	2766.3	430.16	7.93263	4.05341	17.6361	6.15317
10000	20	0	0	2767.8	411.763	7.96541	4.05599	17.5351	5.94381
10000	21	0	0	2774.15	410.083	8.09106	4.09937	17.5386	5.97898
10000	22	0	0	2766.59	416.251	8.4371	4.09372	17.5609	5.94194
10000	23	0	0	2750.72	403.019	8.77891	4.08145	17.7242	5.83171
10000	24	0	0	2762.78	418.154	8.82488	4.25317	17.6553	5.98746
10000	25	0	0	2786.66	424.275	8.76503	4.14501	17.3081	5.96573
10000	26	0	0	2767.11	415.38	8.8691	4.13366	17.7502	5.99779
10000	27	0	0	2744.98	397.355	9.40028	4.09776	17.8781	5.84337
10000	28	0	0	2762.44	408	9.5234	4.18445	17.6073	5.93102
10000	29	0	0	2757.21	405.941	9.72969	4.14717	17.7517	5.8455
10000	30	0	0	2759.07	414.41	10.0105	4.25901	17.6548	6.01527
10000	31	0	0	2757.13	399.81	10.2303	4.19663	17.5927	5.89228
10000	32	0	0	2771.52	411.741	10.4123	4.31182	17.4227	5.96554
10000	33	0	0	2763.31	417.269	10.4486	4.27122	17.7134	6.01732
10000	34	0	0	2781.09	414.961	10.6614	4.20513	17.3251	5.97945
10000	35	0	0	2761	403.015	11.0549	4.04063	17.5392	5.92726
10000	36	0	0	2761.39	410.405	11.3701	4.2874	17.5699	5.9584
10000	37	0	0	2776.92	432.537	11.3521	4.27367	17.3443	6.17661
10000	38	0	0	2747.95	404.592	11.6016	4.27385	17.8012	5.89608
10000	39	0	0	2744.57	378.928	11.6224	4.28737	17.846	5.55266
10000	40	0	0	2753.96	400.917	11.9532	4.27585	17.7003	5.80122
10000	41	0	0	2779.37	404.488	11.994	4.16069	17.3127	5.95448
10000	42	0	0	2756.85	417.287	12.4809	4.27725	17.6271	6.14919
10000	43	0	0	2753.79	410.396	12.7734	4.31672	17.6695	5.93412
10000	44	0	0	2768.79	419.097	12.8359	4.2806	17.4113	6.06563
10000	45	0	0	2757.57	395.957	13.1537	4.24526	17.4902	5.85297
10000	46	0	0	2730.4	396.629	13.3179	4.19472	18.0029	5.993
10000	47	0	0	2752.03	389.778	13.4918	4.22509	17.5915	5.84324
10000	48	0	0	2734.39	384.281	13.6657	4.13871	17.9831	5.92217
10000	49	0	0	2734.14	374.473	13.9302	4.039	17.8108	5.73618
10000	50	0	0	2723.31	364.428	14.2901	4.00378	17.9284	5.67949
10000	51	0	0	2721.95	354.304	14.3557	3.96538	17.9749	5.56592
10000	52	0	0	2740.67	383.813	14.8227	4.24433	17.6877	5.85596
10000	53	0	0	2731.53	367.235	14.9048	3.93975	17.805	5.72013
10000	54	0	0	2714.43	366.3	15.1722	3.97943	18.0784	5.67448
10000	55	0	0	2738.42	375.104	15.3377	3.93914	17.6039	5.80847
10000	56	0	0	2740.72	369.618	15.4706	4.01077	17.6508	5.84991
10000	57	0	0	2729.41	367.231	15.7352	3.97813	17.8072	5.7074
10000	58	0	0	2753.12	371.086	15.7111	4.17353	17.4449	5.73
10000	59	0	0	2710.05	348.709	16.3061	3.96695	18.1028	5.64688
10000	60	0	0	2742.69	375.763	16.3121	4.10827	17.5336	5.85109
10000	61	0	0	2725.9	354.378	16.5197	3.88713	17.8127	5.57695
10000	62	0	0	2727.24	368.5	16.7093	4.07292	17.7991	5.72838
10000	63	0	0	2731.02	358.121	17.1501	3.90504	17.6238	5.62511
10000	64	0	0	2708.79	356.993	17.2418	4.00453	18.1108	5.72457
10000	65	0	0	2702.86	352.271	17.6127	3.8871	18.1839	5.69628
10000	66	0	0	2738.2	366.796	17.5563	3.79857	17.5828	5.86576
10000	67	0	0	2704.96	350.149	18.0292	3.80904	18.0268	5.73562
10000	68	0	0	2712.33	361.484	18.0568	3.86399	18.0296	5.70771
10000	69	0	0	2691.5	343.547	18.508	3.81632	18.2614	5.63202
10000	70	0	0	2712.22	350.162	18.586	3.7976	17.9103	5.6762
10000	71	0	0	2724.76	359.765	18.8883	3.85865	17.7147	5.73593
10000	72	0	0	2734.48	349.822	19.0165	3.80102	17.4687	5.69898
10000	73	0	0	2691.18	323.447	19.4569	3.85096	18.1685	5.3915
10000	74	0	0	2713	351.513	19.5459	3.81901	17.9027	5.79502
10000	75	0	0	2719.09	347.722	19.8319	3.92293	17.7135	5.77378
10000	76	0	0	2698.8	338.899	19.9795	3.94526	18.1006	5.63308
10000	77	0	0	2732.03	348.642	19.9547	3.91287	17.449	5.58575
10000	78	0	0	2712.66	344.51	20.2726	3.79777	17.8233	5.73895
10000	79	0	0	2706.05	331.249	20.4678	3.69399	17.9534	5.59858
10000	80	0	0	2694.67	345.103	20.6676	3.67574	18.189	5.77069
10000	81	0	0	2715.11	350.454	20.8564	3.83977	17.8291	5.77426
10000	82	0	0	2703.82	329.424	21.0104	3.79108	17.9757	5.51337
10000	83	0	0	2689.97	329.931	21.3431	3.81549	18.2271	5.54308
10000	84	0	0	2705.7	336.976	21.5539	3.67769	18.003	5.6178
10000	85	0	0	2696.48	334.138	21.7099	3.62226	18.1187	5.63307
10000	86	0	0	2695.22	333.547	22.0101	3.67419	18.0889	5.64112
10000	87	0	0	2709.83	343.245	22.4179	3.81985	17.9086	5.72919
10000	88	0	0	2715.69	348.556	22.4277	3.82366	17.8038	5.75319
10000	89	0	0	2699.74	329.945	22.7902	3.57166	18.0501	5.56838
10000	90	0	0	2707.87	335.504	22.8647	3.66593	17.8818	5.55894
10000	91	0	0	2719.41	349.746	23.2258	3.61205	17.6374	5.71552
10000	92	0	0	2706.71	338.77	23.4189	3.73852	17.9039	5.67901
10000	93	0	0	2715.12	345.473	23.5926	3.75988	17.7515	5.73815
10000	94	0	0	2709.07	331.041	23.8254	3.6399	17.8821	5.60401
10000	95	0	0	2708.22	335.146	23.8701	3.58868	17.8857	5.64029
10000	96	0	0	2691.24	319.638	24.181	3.73076	18.1794	5.42454
10000	97	0	0	2719.1	348.138	24.4521	3.73169	17.7164	5.82984
10000	98	0	0	2684.63	316.293	24.3771	3.59434	18.2722	5.38005
10000	99	0	0	2694.95	325.849	25.1878	3.63733	18.0802	5.52034
10000	100	0	0	2733.6	349.156	25.105	3.75889	17.4423	5.81569
10000	101	0	0	2699.41	341.336	25.3427	3.8182	18.081	5.69857
10000	102	0	0	2697.5	322.373	25.5901	3.57788	17.9965	5.43797
10000	103	0	0	2705.17	339.956	25.8267	3.74501	17.9345	5.74863
10000	104	0	0	2704.33	329.509	25.9676	3.7856	17.8175	5.52884
10000	105	0	0	2699.74	332.528	26.0337	3.76332	17.9993	5.67236
10000	106	0	0	2702.2	329.874	26.2646	3.8205	17.9308	5.58013
10000	107	0	0	2682.34	322.607	26.7112	3.68903	18.3562	5.49453
10000	108	0	0	2713.63	333.626	27.1788	3.73568	17.843	5.55989
10000	109	0	0	2703.8	331.275	26.795	3.68143	17.8546	5.59345
10000	110	0	0	2700.7	331.995	27.2159	3.64785	17.993	5.51203
10000	111	0	0	2694.05	327.299	27.4669	3.6485	18.0989	5.53493
10000	112	0	0	2700.76	334.405	27.5555	3.60969	17.9873	5.60219
